humEns,mouseEns,hgnc_symbol
ENSG00000178199,ENSMUSG00000039981,ZC3H12D
ENSG00000178252,ENSMUSG00000066357,WDR6
ENSG00000178467,ENSMUSG00000006675,P4HTM
ENSG00000178498,ENSMUSG00000040415,DTX3
ENSG00000178562,ENSMUSG00000026012,CD28
ENSG00000178573,ENSMUSG00000055435,MAF
ENSG00000178605,ENSMUSG00000033434,GTPBP6
ENSG00000178623,ENSMUSG00000026271,GPR35
ENSG00000178685,ENSMUSG00000063268,PARP10
ENSG00000178694,ENSMUSG00000050312,NSUN3
ENSG00000178695,ENSMUSG00000098557,KCTD12
ENSG00000178719,ENSMUSG00000022564,GRINA
ENSG00000178773,ENSMUSG00000034796,CPNE7
ENSG00000178802,ENSMUSG00000032306,MPI
ENSG00000178814,ENSMUSG00000022562,OPLAH
ENSG00000178860,ENSMUSG00000025930,MSC
ENSG00000178921,ENSMUSG00000020899,PFAS
ENSG00000178966,ENSMUSG00000035367,RMI1
ENSG00000179021,ENSMUSG00000059920,C3orf38
ENSG00000179044,ENSMUSG00000043251,EXOC3L1
ENSG00000179088,ENSMUSG00000047129,C12orf42
ENSG00000179115,ENSMUSG00000003808,FARSA
ENSG00000179222,ENSMUSG00000025151,MAGED1
ENSG00000179271,ENSMUSG00000033751,GADD45GIP1
ENSG00000179331,ENSMUSG00000055069,RAB39A
ENSG00000179387,ENSMUSG00000035151,ELMOD2
ENSG00000179476,ENSMUSG00000047227,C14orf28
ENSG00000179542,ENSMUSG00000046699,SLITRK4
ENSG00000179588,ENSMUSG00000049577,ZFPM1
ENSG00000179630,ENSMUSG00000044350,LACC1
ENSG00000179715,ENSMUSG00000044250,PCED1B
ENSG00000179750,ENSMUSG00000009585,APOBEC3B
ENSG00000179832,ENSMUSG00000022558,MROH1
ENSG00000179869,ENSMUSG00000004668,ABCA13
ENSG00000179886,ENSMUSG00000103906,TIGD5
ENSG00000179918,ENSMUSG00000049091,SEPHS2
ENSG00000179941,ENSMUSG00000035759,BBS10
ENSG00000179943,ENSMUSG00000061374,FIZ1
ENSG00000179958,ENSMUSG00000042462,DCTPP1
ENSG00000179965,ENSMUSG00000054716,ZNF771
ENSG00000179981,ENSMUSG00000046982,TSHZ1
ENSG00000180035,ENSMUSG00000045598,ZNF48
ENSG00000180061,ENSMUSG00000046456,TMEM150B
ENSG00000180316,ENSMUSG00000043286,PNPLA1
ENSG00000180340,ENSMUSG00000050288,FZD2
ENSG00000180423,ENSMUSG00000027243,HARBI1
ENSG00000180530,ENSMUSG00000048490,NRIP1
ENSG00000180549,ENSMUSG00000036587,FUT7
ENSG00000180644,ENSMUSG00000037202,PRF1
ENSG00000180667,ENSMUSG00000046404,YOD1
ENSG00000180739,ENSMUSG00000045087,S1PR5
ENSG00000180871,ENSMUSG00000026180,CXCR2
ENSG00000180900,ENSMUSG00000022568,SCRIB
ENSG00000180902,ENSMUSG00000073609,D2HGDH
ENSG00000180914,ENSMUSG00000049112,OXTR
ENSG00000181016,ENSMUSG00000071342,LSMEM1
ENSG00000181029,ENSMUSG00000040236,TRAPPC5
ENSG00000181035,ENSMUSG00000002346,SLC25A42
ENSG00000181036,ENSMUSG00000070504,FCRL6
ENSG00000181061,ENSMUSG00000038412,HIGD1A
ENSG00000181090,ENSMUSG00000036893,EHMT1
ENSG00000181191,ENSMUSG00000034403,PJA1
ENSG00000181192,ENSMUSG00000025815,DHTKD1
ENSG00000181215,ENSMUSG00000117286,C4orf50
ENSG00000181274,ENSMUSG00000047604,FRAT2
ENSG00000181284,ENSMUSG00000089876,TMEM102
ENSG00000181291,ENSMUSG00000020701,TMEM132E
ENSG00000181585,ENSMUSG00000049555,TMIE
ENSG00000181588,ENSMUSG00000048696,MEX3D
ENSG00000181631,ENSMUSG00000036362,P2RY13
ENSG00000181634,ENSMUSG00000050395,TNFSF15
ENSG00000181638,ENSMUSG00000047003,ZFP41
ENSG00000181652,ENSMUSG00000038295,ATG9B
ENSG00000181754,ENSMUSG00000050947,AMIGO1
ENSG00000181778,ENSMUSG00000048572,TMEM252
ENSG00000181788,ENSMUSG00000036432,SIAH2
ENSG00000181847,ENSMUSG00000071552,TIGIT
ENSG00000181894,ENSMUSG00000057894,ZNF329
ENSG00000181982,ENSMUSG00000045790,CCDC149
ENSG00000182022,ENSMUSG00000030930,CHST15
ENSG00000182107,ENSMUSG00000034435,TMEM30B
ENSG00000182108,ENSMUSG00000038055,DEXI
ENSG00000182117,ENSMUSG00000027133,NOP10
ENSG00000182118,ENSMUSG00000043068,FAM89A
ENSG00000182134,ENSMUSG00000041912,TDRKH
ENSG00000182150,ENSMUSG00000021470,ERCC6L2
ENSG00000182154,ENSMUSG00000036850,MRPL41
ENSG00000182173,ENSMUSG00000020781,TSEN54
ENSG00000182175,ENSMUSG00000070509,RGMA
ENSG00000182195,ENSMUSG00000057615,LDOC1
ENSG00000182197,ENSMUSG00000061731,EXT1
ENSG00000182199,ENSMUSG00000025403,SHMT2
ENSG00000182240,ENSMUSG00000040605,BACE2
ENSG00000182325,ENSMUSG00000022559,FBXL6
ENSG00000182379,ENSMUSG00000040258,NXPH4
ENSG00000182472,ENSMUSG00000054083,CAPN12
ENSG00000182489,ENSMUSG00000031258,XKRX
ENSG00000182504,ENSMUSG00000022604,CEP97
ENSG00000182511,ENSMUSG00000053158,FES
ENSG00000182512,ENSMUSG00000021102,GLRX5
ENSG00000182541,ENSMUSG00000020451,LIMK2
ENSG00000182557,ENSMUSG00000020798,SPNS3
ENSG00000182712,ENSMUSG00000031200,CMC4
ENSG00000182732,ENSMUSG00000021219,RGS6
ENSG00000182749,ENSMUSG00000037348,PAQR7
ENSG00000182810,ENSMUSG00000045538,DDX28
ENSG00000182831,ENSMUSG00000022507,HAPSTR1
ENSG00000182853,ENSMUSG00000020830,VMO1
ENSG00000182866,ENSMUSG00000000409,LCK
ENSG00000182870,ENSMUSG00000033316,GALNT9
ENSG00000182902,ENSMUSG00000004902,SLC25A18
ENSG00000182979,ENSMUSG00000021144,MTA1
ENSG00000183023,ENSMUSG00000054640,SLC8A1
ENSG00000183048,ENSMUSG00000025792,SLC25A10
ENSG00000183087,ENSMUSG00000031451,GAS6
ENSG00000183111,ENSMUSG00000045094,ARHGEF37
ENSG00000183150,ENSMUSG00000032641,GPR19
ENSG00000183160,ENSMUSG00000054675,TMEM119
ENSG00000183172,ENSMUSG00000022452,SMDT1
ENSG00000183479,ENSMUSG00000031372,TREX2
ENSG00000183496,ENSMUSG00000057706,MEX3B
ENSG00000183569,ENSMUSG00000058586,SERHL2
ENSG00000183579,ENSMUSG00000041961,ZNRF3
ENSG00000183615,ENSMUSG00000050493,FAM167B
ENSG00000183621,ENSMUSG00000050945,ZNF438
ENSG00000183625,ENSMUSG00000035448,CCR3
ENSG00000183655,ENSMUSG00000055652,KLHL25
ENSG00000183682,ENSMUSG00000032726,BMP8A
ENSG00000183696,ENSMUSG00000020407,UPP1
ENSG00000183735,ENSMUSG00000020115,TBK1
ENSG00000183762,ENSMUSG00000020393,KREMEN1
ENSG00000183785,ENSMUSG00000030137,TUBA8
ENSG00000183891,ENSMUSG00000066637,TTC32
ENSG00000183918,ENSMUSG00000005696,SH2D1A
ENSG00000184014,ENSMUSG00000035901,DENND5A
ENSG00000184060,ENSMUSG00000020709,ADAP2
ENSG00000184083,ENSMUSG00000025262,FAM120C
ENSG00000184110,ENSMUSG00000030738,EIF3C
ENSG00000184182,ENSMUSG00000034343,UBE2F
ENSG00000184205,ENSMUSG00000041096,TSPYL2
ENSG00000184226,ENSMUSG00000055421,PCDH9
ENSG00000184261,ENSMUSG00000050138,KCNK12
ENSG00000184271,ENSMUSG00000009739,POU6F1
ENSG00000184347,ENSMUSG00000056427,SLIT3
ENSG00000184436,ENSMUSG00000022760,THAP7
ENSG00000184465,ENSMUSG00000046991,WDR27
ENSG00000184497,ENSMUSG00000038457,TMEM255B
ENSG00000184500,ENSMUSG00000022912,PROS1
ENSG00000184517,ENSMUSG00000055835,ZFP1
ENSG00000184545,ENSMUSG00000037887,DUSP8
ENSG00000184557,ENSMUSG00000053113,SOCS3
ENSG00000184574,ENSMUSG00000067714,LPAR5
ENSG00000184588,ENSMUSG00000028525,PDE4B
ENSG00000184611,ENSMUSG00000059742,KCNH7
ENSG00000184709,ENSMUSG00000026961,LRRC26
ENSG00000184730,ENSMUSG00000042759,APOBR
ENSG00000184838,ENSMUSG00000073565,PRR16
ENSG00000184898,ENSMUSG00000036249,RBM43
ENSG00000184967,ENSMUSG00000033294,NOC4L
ENSG00000184988,ENSMUSG00000034947,TMEM106A
ENSG00000184990,ENSMUSG00000064326,SIVA1
ENSG00000185010,ENSMUSG00000031196,F8
ENSG00000185022,ENSMUSG00000042622,MAFF
ENSG00000185049,ENSMUSG00000029111,NELFA
ENSG00000185052,ENSMUSG00000063873,SLC24A3
ENSG00000185090,ENSMUSG00000042763,MANEAL
ENSG00000185101,ENSMUSG00000054662,ANO9
ENSG00000185112,ENSMUSG00000046546,FAM43A
ENSG00000185163,ENSMUSG00000029504,DDX51
ENSG00000185187,ENSMUSG00000025494,SIGIRR
ENSG00000185201,ENSMUSG00000060591,IFITM2
ENSG00000185215,ENSMUSG00000021281,TNFAIP2
ENSG00000185245,ENSMUSG00000050675,GP1BA
ENSG00000185261,ENSMUSG00000071252,KIAA0825
ENSG00000185271,ENSMUSG00000090799,KLHL33
ENSG00000185338,ENSMUSG00000038037,SOCS1
ENSG00000185339,ENSMUSG00000020432,TCN2
ENSG00000185340,ENSMUSG00000034201,GAS2L1
ENSG00000185436,ENSMUSG00000062157,IFNLR1
ENSG00000185482,ENSMUSG00000040287,STAC3
ENSG00000185507,ENSMUSG00000025498,IRF7
ENSG00000185532,ENSMUSG00000052920,PRKG1
ENSG00000185630,ENSMUSG00000052534,PBX1
ENSG00000185697,ENSMUSG00000025912,MYBL1
ENSG00000185728,ENSMUSG00000047213,YTHDF3
ENSG00000185760,ENSMUSG00000028033,KCNQ5
ENSG00000185800,ENSMUSG00000030410,DMWD
ENSG00000185813,ENSMUSG00000025137,PCYT2
ENSG00000185838,ENSMUSG00000000884,GNB1L
ENSG00000185880,ENSMUSG00000033368,TRIM69
ENSG00000185897,ENSMUSG00000019429,FFAR3
ENSG00000185909,ENSMUSG00000032609,KLHDC8B
ENSG00000185920,ENSMUSG00000021466,PTCH1
ENSG00000185924,ENSMUSG00000045287,RTN4RL1
ENSG00000185989,ENSMUSG00000031453,RASA3
ENSG00000186017,ENSMUSG00000078768,ZNF566
ENSG00000186074,ENSMUSG00000047798,CD300LF
ENSG00000186174,ENSMUSG00000063382,BCL9L
ENSG00000186197,ENSMUSG00000095105,EDARADD
ENSG00000186231,ENSMUSG00000040387,KLHL32
ENSG00000186265,ENSMUSG00000052013,BTLA
ENSG00000186407,ENSMUSG00000048498,CD300E
ENSG00000186417,ENSMUSG00000046167,GLDN
ENSG00000186432,ENSMUSG00000027782,KPNA4
ENSG00000186468,ENSMUSG00000049517,RPS23
ENSG00000186529,ENSMUSG00000024055,CYP4F3
ENSG00000186567,ENSMUSG00000049848,CEACAM19
ENSG00000186583,ENSMUSG00000049653,SPATC1
ENSG00000186642,ENSMUSG00000110195,PDE2A
ENSG00000186654,ENSMUSG00000036106,PRR5
ENSG00000186687,ENSMUSG00000020268,LYRM7
ENSG00000186714,ENSMUSG00000045106,CCDC73
ENSG00000186765,ENSMUSG00000025380,FSCN2
ENSG00000186806,ENSMUSG00000070604,VSIG10L
ENSG00000186810,ENSMUSG00000050232,CXCR3
ENSG00000186827,ENSMUSG00000029075,TNFRSF4
ENSG00000186891,ENSMUSG00000041954,TNFRSF18
ENSG00000186951,ENSMUSG00000022383,PPARA
ENSG00000187024,ENSMUSG00000053746,PTRH1
ENSG00000187037,ENSMUSG00000053101,GPR141
ENSG00000187045,ENSMUSG00000016942,TMPRSS6
ENSG00000187091,ENSMUSG00000010660,PLCD1
ENSG00000187116,ENSMUSG00000070873,LILRA5
ENSG00000187118,ENSMUSG00000039163,CMC1
ENSG00000187122,ENSMUSG00000025020,SLIT1
ENSG00000187135,ENSMUSG00000039257,VSTM2B
ENSG00000187231,ENSMUSG00000042272,SESTD1
ENSG00000187244,ENSMUSG00000002980,BCAM
ENSG00000187391,ENSMUSG00000040003,MAGI2
ENSG00000187554,ENSMUSG00000079164,TLR5
ENSG00000187601,ENSMUSG00000047238,MAGEH1
ENSG00000187605,ENSMUSG00000034832,TET3
ENSG00000187608,ENSMUSG00000035692,ISG15
ENSG00000187688,ENSMUSG00000018507,TRPV2
ENSG00000187699,ENSMUSG00000043629,C2orf88
ENSG00000187741,ENSMUSG00000032815,FANCA
ENSG00000187775,ENSMUSG00000033987,DNAH17
ENSG00000187800,ENSMUSG00000028073,PEAR1
ENSG00000187815,ENSMUSG00000064141,ZFP69
ENSG00000187838,ENSMUSG00000019461,PLSCR3
ENSG00000187860,ENSMUSG00000051427,CCDC157
ENSG00000187902,ENSMUSG00000053550,SHISA7
ENSG00000188010,ENSMUSG00000045257,MORN2
ENSG00000188021,ENSMUSG00000050148,UBQLN2
ENSG00000188042,ENSMUSG00000049866,ARL4C
ENSG00000188215,ENSMUSG00000048787,DCUN1D3
ENSG00000188282,ENSMUSG00000061815,RUFY4
ENSG00000188313,ENSMUSG00000032369,PLSCR1
ENSG00000188322,ENSMUSG00000042978,SBK1
ENSG00000188389,ENSMUSG00000026285,PDCD1
ENSG00000188404,ENSMUSG00000026581,SELL
ENSG00000188452,ENSMUSG00000075256,CERKL
ENSG00000188483,ENSMUSG00000089762,IER5L
ENSG00000188487,ENSMUSG00000048782,INSC
ENSG00000188522,ENSMUSG00000042377,FAM83G
ENSG00000188554,ENSMUSG00000017119,NBR1
ENSG00000188559,ENSMUSG00000037110,RALGAPA2
ENSG00000188641,ENSMUSG00000033308,DPYD
ENSG00000188647,ENSMUSG00000074925,PTAR1
ENSG00000188735,ENSMUSG00000054434,TMEM120B
ENSG00000188747,ENSMUSG00000036805,NOXA1
ENSG00000188766,ENSMUSG00000037239,SPRED3
ENSG00000188786,ENSMUSG00000028890,MTF1
ENSG00000188807,ENSMUSG00000044700,TMEM201
ENSG00000188822,ENSMUSG00000062585,CNR2
ENSG00000188878,ENSMUSG00000020776,FBF1
ENSG00000188886,ENSMUSG00000050468,ASTL
ENSG00000188895,ENSMUSG00000052915,MSL1
ENSG00000188906,ENSMUSG00000036273,LRRK2
ENSG00000188986,ENSMUSG00000013465,NELFB
ENSG00000188997,ENSMUSG00000044952,KCTD21
ENSG00000189046,ENSMUSG00000044339,ALKBH2
ENSG00000189050,ENSMUSG00000020521,RNFT1
ENSG00000189067,ENSMUSG00000022500,LITAF
ENSG00000189127,ENSMUSG00000045034,ANKRD34B
ENSG00000189134,ENSMUSG00000059395,NKAPL
ENSG00000189280,ENSMUSG00000042357,GJB5
ENSG00000189319,ENSMUSG00000030956,FAM53B
ENSG00000189337,ENSMUSG00000040606,KAZN
ENSG00000189409,ENSMUSG00000029061,MMP23B
ENSG00000189420,ENSMUSG00000031374,ZFP92
ENSG00000196072,ENSMUSG00000057506,BLOC1S2
ENSG00000196074,ENSMUSG00000060445,SYCP2
ENSG00000196092,ENSMUSG00000014030,PAX5
ENSG00000196116,ENSMUSG00000035517,TDRD7
ENSG00000196141,ENSMUSG00000038305,SPATS2L
ENSG00000196169,ENSMUSG00000010021,KIF19
ENSG00000196189,ENSMUSG00000028064,SEMA4A
ENSG00000196218,ENSMUSG00000030592,RYR1
ENSG00000196358,ENSMUSG00000035513,NTNG2
ENSG00000196365,ENSMUSG00000041168,LONP1
ENSG00000196405,ENSMUSG00000021262,EVL
ENSG00000196415,ENSMUSG00000057729,PRTN3
ENSG00000196420,ENSMUSG00000001023,S100A5
ENSG00000196440,ENSMUSG00000049804,ARMCX4
ENSG00000196453,ENSMUSG00000071477,ZNF777
ENSG00000196504,ENSMUSG00000061136,PRPF40A
ENSG00000196505,ENSMUSG00000027865,GDAP2
ENSG00000196517,ENSMUSG00000028542,SLC6A9
ENSG00000196549,ENSMUSG00000027820,MME
ENSG00000196550,ENSMUSG00000055184,FAM72A
ENSG00000196565,ENSMUSG00000052187,HBG2
ENSG00000196586,ENSMUSG00000033577,MYO6
ENSG00000196663,ENSMUSG00000021275,TECPR2
ENSG00000196664,ENSMUSG00000044583,TLR7
ENSG00000196678,ENSMUSG00000030929,ERI2
ENSG00000196743,ENSMUSG00000000594,GM2A
ENSG00000196781,ENSMUSG00000008305,TLE1
ENSG00000196792,ENSMUSG00000020954,STRN3
ENSG00000196793,ENSMUSG00000042097,ZNF239
ENSG00000196839,ENSMUSG00000017697,ADA
ENSG00000196876,ENSMUSG00000023033,SCN8A
ENSG00000196935,ENSMUSG00000020121,SRGAP1
ENSG00000196937,ENSMUSG00000029672,FAM3C
ENSG00000196954,ENSMUSG00000033538,CASP4
ENSG00000197006,ENSMUSG00000030876,METTL9
ENSG00000197043,ENSMUSG00000018340,ANXA6
ENSG00000197045,ENSMUSG00000062014,GMFB
ENSG00000197046,ENSMUSG00000091055,SIGLEC15
ENSG00000197063,ENSMUSG00000051510,MAFG
ENSG00000197081,ENSMUSG00000023830,IGF2R
ENSG00000197093,ENSMUSG00000075593,GAL3ST4
ENSG00000197208,ENSMUSG00000020334,SLC22A4
ENSG00000197223,ENSMUSG00000000581,C1D
ENSG00000197256,ENSMUSG00000032194,KANK2
ENSG00000197272,ENSMUSG00000044701,IL27
ENSG00000197283,ENSMUSG00000067629,SYNGAP1
ENSG00000197324,ENSMUSG00000022175,LRP10
ENSG00000197329,ENSMUSG00000020134,PELI1
ENSG00000197362,ENSMUSG00000051499,ZNF786
ENSG00000197417,ENSMUSG00000005951,SHPK
ENSG00000197442,ENSMUSG00000071369,MAP3K5
ENSG00000197467,ENSMUSG00000058806,COL13A1
ENSG00000197471,ENSMUSG00000051457,SPN
ENSG00000197506,ENSMUSG00000021553,SLC28A3
ENSG00000197530,ENSMUSG00000029060,MIB2
ENSG00000197540,ENSMUSG00000054206,GZMM
ENSG00000197548,ENSMUSG00000030314,ATG7
ENSG00000197555,ENSMUSG00000042700,SIPA1L1
ENSG00000197561,ENSMUSG00000020125,ELANE
ENSG00000197563,ENSMUSG00000056536,PIGN
ENSG00000197601,ENSMUSG00000030759,FAR1
ENSG00000197635,ENSMUSG00000035000,DPP4
ENSG00000197646,ENSMUSG00000016498,PDCD1LG2
ENSG00000197694,ENSMUSG00000057738,SPTAN1
ENSG00000197696,ENSMUSG00000025723,NMB
ENSG00000197712,ENSMUSG00000029185,FAM114A1
ENSG00000197728,ENSMUSG00000025362,RPS26
ENSG00000197753,ENSMUSG00000062252,LHFPL5
ENSG00000197771,ENSMUSG00000048170,MCMBP
ENSG00000197776,ENSMUSG00000051890,KLHDC1
ENSG00000197780,ENSMUSG00000048100,TAF13
ENSG00000197885,ENSMUSG00000021772,NKIRAS1
ENSG00000197889,ENSMUSG00000026650,MEIG1
ENSG00000197958,ENSMUSG00000038900,RPL12
ENSG00000197959,ENSMUSG00000040265,DNM3
ENSG00000197992,ENSMUSG00000046080,CLEC9A
ENSG00000197993,ENSMUSG00000029866,KEL
ENSG00000198001,ENSMUSG00000059883,IRAK4
ENSG00000198053,ENSMUSG00000037902,SIRPA
ENSG00000198087,ENSMUSG00000061665,CD2AP
ENSG00000198089,ENSMUSG00000023764,SFI1
ENSG00000198160,ENSMUSG00000028522,MIER1
ENSG00000198169,ENSMUSG00000022526,ZNF251
ENSG00000198176,ENSMUSG00000038482,TFDP1
ENSG00000198189,ENSMUSG00000029311,HSD17B11
ENSG00000198216,ENSMUSG00000004110,CACNA1E
ENSG00000198276,ENSMUSG00000089917,UCKL1
ENSG00000198286,ENSMUSG00000036526,CARD11
ENSG00000198336,ENSMUSG00000061086,MYL4
ENSG00000198353,ENSMUSG00000075394,HOXC4
ENSG00000198355,ENSMUSG00000035828,PIM3
ENSG00000198363,ENSMUSG00000028207,ASPH
ENSG00000198478,ENSMUSG00000032261,SH3BGRL2
ENSG00000198483,ENSMUSG00000038354,ANKRD35
ENSG00000198515,ENSMUSG00000067220,CNGA1
ENSG00000198574,ENSMUSG00000102418,SH2D1B
ENSG00000198585,ENSMUSG00000032565,NUDT16
ENSG00000198598,ENSMUSG00000029436,MMP17
ENSG00000198604,ENSMUSG00000035021,BAZ1A
ENSG00000198626,ENSMUSG00000021313,RYR2
ENSG00000198663,ENSMUSG00000052712,C6orf89
ENSG00000198720,ENSMUSG00000037907,ANKRD13B
ENSG00000198734,ENSMUSG00000026579,F5
ENSG00000198736,ENSMUSG00000075705,MSRB1
ENSG00000198755,ENSMUSG00000037805,RPL10A
ENSG00000198756,ENSMUSG00000032649,COLGALT2
ENSG00000198785,ENSMUSG00000039579,GRIN3A
ENSG00000198794,ENSMUSG00000040722,SCAMP5
ENSG00000198818,ENSMUSG00000073468,SFT2D1
ENSG00000198821,ENSMUSG00000005763,CD247
ENSG00000198829,ENSMUSG00000027762,SUCNR1
ENSG00000198833,ENSMUSG00000028277,UBE2J1
ENSG00000198846,ENSMUSG00000041272,TOX
ENSG00000198848,ENSMUSG00000056973,CES1
ENSG00000198851,ENSMUSG00000032093,CD3E
ENSG00000198865,ENSMUSG00000091119,CCDC152
ENSG00000198876,ENSMUSG00000028436,DCAF12
ENSG00000198885,ENSMUSG00000074825,ITPRIPL1
ENSG00000198898,ENSMUSG00000015733,CAPZA2
ENSG00000198900,ENSMUSG00000070544,TOP1
ENSG00000198908,ENSMUSG00000072964,GPRASP3
ENSG00000198931,ENSMUSG00000006589,APRT
ENSG00000198932,ENSMUSG00000043384,GPRASP1
ENSG00000198934,ENSMUSG00000031227,MAGEE1
ENSG00000198937,ENSMUSG00000024018,CCDC167
ENSG00000198939,ENSMUSG00000049321,ZFP2
ENSG00000198948,ENSMUSG00000031647,MFAP3L
ENSG00000198959,ENSMUSG00000037820,TGM2
ENSG00000198961,ENSMUSG00000024083,PJA2
ENSG00000203618,ENSMUSG00000050761,GP1BB
ENSG00000203666,ENSMUSG00000026495,EFCAB2
ENSG00000203705,ENSMUSG00000026632,TATDN3
ENSG00000203760,ENSMUSG00000075266,CENPW
ENSG00000203797,ENSMUSG00000063428,DDO
ENSG00000203867,ENSMUSG00000043639,RBM20
ENSG00000203896,ENSMUSG00000090077,LIME1
ENSG00000204020,ENSMUSG00000024770,LIPN
ENSG00000204103,ENSMUSG00000074622,MAFB
ENSG00000204160,ENSMUSG00000037553,ZDHHC18
ENSG00000204176,ENSMUSG00000041479,SYT15
ENSG00000204228,ENSMUSG00000073422,HSD17B8
ENSG00000204252,ENSMUSG00000024334,HLA-DOA
ENSG00000204264,ENSMUSG00000024338,PSMB8
ENSG00000204267,ENSMUSG00000024339,TAP2
ENSG00000204316,ENSMUSG00000020775,MRPL38
ENSG00000204323,ENSMUSG00000048442,SMIM5
ENSG00000204348,ENSMUSG00000040482,DXO
ENSG00000204371,ENSMUSG00000013787,EHMT2
ENSG00000204424,ENSMUSG00000034923,LY6G6F
ENSG00000204472,ENSMUSG00000024397,AIF1
ENSG00000204516,ENSMUSG00000040987,MICB
ENSG00000204613,ENSMUSG00000073400,TRIM10
ENSG00000204634,ENSMUSG00000003134,TBC1D8
ENSG00000204791,ENSMUSG00000071724,SMPD5
ENSG00000204936,ENSMUSG00000052212,CD177
ENSG00000205060,ENSMUSG00000018999,SLC35B4
ENSG00000205078,ENSMUSG00000033409,SYCE1L
ENSG00000205133,ENSMUSG00000055963,TRIQK
ENSG00000205138,ENSMUSG00000074211,SDHAF1
ENSG00000205155,ENSMUSG00000036835,PSENEN
ENSG00000205189,ENSMUSG00000069114,ZBTB10
ENSG00000205220,ENSMUSG00000031897,PSMB10
ENSG00000205269,ENSMUSG00000087370,TMEM170B
ENSG00000205309,ENSMUSG00000032615,NT5M
ENSG00000205423,ENSMUSG00000036810,CNEP1R1
ENSG00000205643,ENSMUSG00000064284,CDPF1
ENSG00000205710,ENSMUSG00000087279,C17orf107
ENSG00000205730,ENSMUSG00000095115,ITPRIPL2
ENSG00000205755,ENSMUSG00000033467,CRLF2
ENSG00000205832,ENSMUSG00000022518,C16orf96
ENSG00000205846,ENSMUSG00000023349,CLEC6A
ENSG00000206052,ENSMUSG00000073514,DOK6
ENSG00000206190,ENSMUSG00000025324,ATP10A
ENSG00000206418,ENSMUSG00000023460,RAB12
ENSG00000211445,ENSMUSG00000018339,GPX3
ENSG00000212123,ENSMUSG00000090273,PRR22
ENSG00000212864,ENSMUSG00000044628,RNF208
ENSG00000213145,ENSMUSG00000006360,CRIP1
ENSG00000213199,ENSMUSG00000038276,ASIC3
ENSG00000213221,ENSMUSG00000075467,DNLZ
ENSG00000213316,ENSMUSG00000020377,LTC4S
ENSG00000213337,ENSMUSG00000079610,ANKRD39
ENSG00000213339,ENSMUSG00000002825,QTRT1
ENSG00000213341,ENSMUSG00000025199,CHUK
ENSG00000213347,ENSMUSG00000021485,MXD3
ENSG00000213402,ENSMUSG00000045826,PTPRCAP
ENSG00000213420,ENSMUSG00000029510,GPC2
ENSG00000213523,ENSMUSG00000006050,SRA1
ENSG00000213625,ENSMUSG00000035212,LEPROT
ENSG00000213626,ENSMUSG00000024063,LBH
ENSG00000213638,ENSMUSG00000113640,ADAT3
ENSG00000213639,ENSMUSG00000014956,PPP1CB
ENSG00000213658,ENSMUSG00000030742,LAT
ENSG00000213694,ENSMUSG00000067586,S1PR3
ENSG00000213714,ENSMUSG00000027505,FAM209B
ENSG00000213719,ENSMUSG00000007041,CLIC1
ENSG00000213722,ENSMUSG00000007039,DDAH2
ENSG00000213741,ENSMUSG00000034892,RPS29
ENSG00000213780,ENSMUSG00000001524,GTF2H4
ENSG00000213889,ENSMUSG00000030402,PPM1N
ENSG00000213903,ENSMUSG00000046908,LTB4R
ENSG00000213920,ENSMUSG00000002329,MDP1
ENSG00000213928,ENSMUSG00000002325,IRF9
ENSG00000213949,ENSMUSG00000042284,ITGA1
ENSG00000214022,ENSMUSG00000052751,REPIN1
ENSG00000214113,ENSMUSG00000046573,LYRM4
ENSG00000214114,ENSMUSG00000028647,MYCBP
ENSG00000214193,ENSMUSG00000073758,SH3D21
ENSG00000214212,ENSMUSG00000057191,C19orf38
ENSG00000214226,ENSMUSG00000072553,C17orf67
ENSG00000214413,ENSMUSG00000084957,BBIP1
ENSG00000214456,ENSMUSG00000011305,PLIN5
ENSG00000214595,ENSMUSG00000044072,EML6
ENSG00000214872,ENSMUSG00000027077,SMTNL1
ENSG00000215041,ENSMUSG00000047284,NEURL4
ENSG00000215114,ENSMUSG00000028243,UBXN2B
ENSG00000215472,ENSMUSG00000116174,RPL17-C18orf32
ENSG00000215717,ENSMUSG00000068732,TMEM167B
ENSG00000215788,ENSMUSG00000024793,TNFRSF25
ENSG00000215883,ENSMUSG00000028621,CYB5RL
ENSG00000215912,ENSMUSG00000046637,TTC34
ENSG00000216490,ENSMUSG00000031838,IFI30
ENSG00000217128,ENSMUSG00000035992,FNIP1
ENSG00000217555,ENSMUSG00000054400,CKLF
ENSG00000221869,ENSMUSG00000071637,CEBPD
ENSG00000221890,ENSMUSG00000022421,NPTXR
ENSG00000221946,ENSMUSG00000036578,FXYD7
ENSG00000221963,ENSMUSG00000033576,APOL6
ENSG00000221968,ENSMUSG00000024664,FADS3
ENSG00000224940,ENSMUSG00000079654,PRRT4
ENSG00000225556,ENSMUSG00000091648,C2CD4D
ENSG00000228727,ENSMUSG00000036185,SAPCD1
ENSG00000230989,ENSMUSG00000031839,HSBP1
ENSG00000231500,ENSMUSG00000008668,RPS18
ENSG00000231925,ENSMUSG00000024308,TAPBP
ENSG00000232119,ENSMUSG00000000355,MCTS1
ENSG00000232859,ENSMUSG00000072640,LYRM9
ENSG00000233276,ENSMUSG00000063856,GPX1
